2.907,40.25,2.50968440157005
2.916,40.25,2.50883911631317
2.925,40.25,2.50799917970829
2.934,40.25,2.50716385950756
2.943,40.25,2.50633242798134
2.952,40.25,2.50550416209371
2.961,40.25,2.50467834370119
2.97,40.25,2.50385425978017
2.979,40.25,2.50303120268817
2.988,40.25,2.50220847046389
2.997,40.25,2.5013853671709
2.709,40.325,2.50957055371499
2.718,40.325,2.50862181656261
2.727,40.325,2.5076960719193
2.736,40.325,2.50679254350399
2.745,40.325,2.50591045115097
2.754,40.325,2.50504901165473
2.763,40.325,2.50420743958703
2.772,40.325,2.50338494808155
2.781,40.325,2.50258074958197
2.79,40.325,2.50179405654995
2.799,40.325,2.50102408213037
2.808,40.325,2.50027004077155
2.817,40.325,2.49953114879923
2.826,40.325,2.49880662494335
2.835,40.325,2.49809569081768
2.844,40.325,2.49739757135283
2.853,40.325,2.49671149518372
2.862,40.325,2.49603669499322
2.871,40.325,2.4953724078143
2.88,40.325,2.49471787529324
2.889,40.325,2.49407234391727
2.898,40.325,2.49343506521009
2.907,40.325,2.49280529589925
2.916,40.325,2.49218229805959
2.925,40.325,2.4915653392374
2.934,40.325,2.49095369255984
2.943,40.325,2.49034663683474
2.952,40.325,2.48974345664566
2.961,40.325,2.48914344244755
2.97,40.325,2.48854589066799
2.979,40.325,2.4879501038195
2.988,40.325,2.48735539062782
2.997,40.325,2.48676106618153
2.529,40.4,2.50991362870596
2.538,40.4,2.5085356708138
2.547,40.4,2.50719470256368
2.556,40.4,2.50589020050431
2.565,40.4,2.50462162486495
2.574,40.4,2.50338841938764
2.583,40.4,2.50219001126012
2.592,40.4,2.50102581114842
2.601,40.4,2.49989521332718
2.61,40.4,2.49879759590522
2.619,40.4,2.49773232114309
2.628,40.4,2.49669873585874
2.637,40.4,2.49569617191645
2.646,40.4,2.49472394679409
2.655,40.4,2.49378136422244
2.664,40.4,2.49286771489052
2.673,40.4,2.49198227720985
2.682,40.4,2.4911243181305
2.691,40.4,2.49029309400129
2.7,40.4,2.48948785146657
2.709,40.4,2.48870782839157
2.718,40.4,2.48795225480862
2.727,40.4,2.48722035387624
2.736,40.4,2.48651134284378
2.745,40.4,2.48582443401399
2.754,40.4,2.4851588356966
2.763,40.4,2.48451375314629
2.772,40.4,2.48388838947886
2.781,40.4,2.48328194655988
2.79,40.4,2.48269362586091
2.799,40.4,2.48212262927851
2.808,40.4,2.48156815991255
2.817,40.4,2.48102942280017
2.826,40.4,2.48050562560325
2.835,40.4,2.47999597924705
2.844,40.4,2.47949969850906
2.853,40.4,2.47901600255723
2.862,40.4,2.4785441154376
2.871,40.4,2.47808326651183
2.88,40.4,2.47763269084579
2.889,40.4,2.47719162955069
2.898,40.4,2.476759330079
2.907,40.4,2.4763350464776
2.916,40.4,2.47591803960111
2.925,40.4,2.47550757728878
2.934,40.4,2.47510293450849
2.943,40.4,2.47470339347188
2.952,40.4,2.47430824372471
2.961,40.4,2.47391678221693
2.97,40.4,2.47352831335698
2.979,40.4,2.47314214905496
2.988,40.4,2.4727576087597
2.997,40.4,2.47237401949433
2.394,40.475,2.50921403114993
2.403,40.475,2.50739168401959
2.412,40.475,2.50561312666429
2.421,40.475,2.50387797105958
2.43,40.475,2.50218583081687
2.439,40.475,2.50053631940491
2.448,40.475,2.49892904844037
2.457,40.475,2.4973636260546
2.466,40.475,2.49583965534181
2.475,40.475,2.49435673289302
2.484,40.475,2.49291444741911
2.493,40.475,2.49151237846586
2.502,40.475,2.49015009522363
2.511,40.475,2.48882715543387
2.52,40.475,2.48754310439463
2.529,40.475,2.48629747406706
2.538,40.475,2.48508978228466
2.547,40.475,2.48391953206693
2.556,40.475,2.48278621103858
2.565,40.475,2.48168929095555
2.574,40.475,2.48062822733825
2.583,40.475,2.47960245921215
2.592,40.475,2.47861140895554
2.601,40.475,2.47765448225331
2.61,40.475,2.47673106815522
2.619,40.475,2.47584053923651
2.628,40.475,2.4749822518579
2.637,40.475,2.47415554652131
2.646,40.475,2.47335974831728
2.655,40.475,2.47259416745889
2.664,40.475,2.47185809989698
2.673,40.475,2.47115082801036
2.682,40.475,2.47047162136455
2.691,40.475,2.46981973753201
2.7,40.475,2.46919442296643
2.709,40.475,2.46859491392352
2.718,40.475,2.4680204374203
2.727,40.475,2.46747021222502
2.736,40.475,2.46694344986969
2.745,40.475,2.46643935567728
2.754,40.475,2.46595712979574
2.763,40.475,2.46549596823147
2.772,40.475,2.46505506387476
2.781,40.475,2.4646336075105
2.79,40.475,2.46423078880758
2.799,40.475,2.46384579728108
2.808,40.475,2.46347782322185
2.817,40.475,2.46312605858841
2.826,40.475,2.46278969785716
2.835,40.475,2.46246793882694
2.844,40.475,2.4621599833751
2.853,40.475,2.46186503816248
2.862,40.475,2.4615823152856
2.871,40.475,2.46131103287476
2.88,40.475,2.46105041563748
2.889,40.475,2.46079969534718
2.898,40.475,2.46055811127768
2.907,40.475,2.46032491058443
2.916,40.475,2.46009934863406
2.925,40.475,2.45988068928414
2.934,40.475,2.45966820511549
2.943,40.475,2.45946117761995
2.952,40.475,2.45925889734647
2.961,40.475,2.45906066400918
2.97,40.475,2.45886578656086
2.979,40.475,2.45867358323605
2.988,40.475,2.45848338156762
2.997,40.475,2.45829451838147
2.286,40.55,2.50781771226451
2.295,40.55,2.50558063512927
2.304,40.55,2.50339408750479
2.313,40.55,2.50125746314556
2.322,40.55,2.49917016956779
2.331,40.55,2.49713163058489
2.34,40.55,2.49514128782167
2.349,40.55,2.49319860137921
2.358,40.55,2.49130304980617
2.367,40.55,2.48945412951533
